hospital_id,hospital_name,hour_idx,hour_of_day,day_of_week,occupancy
H01,Victoria Hospital,63,15,2,0.8491001423397087
H01,Victoria Hospital,64,16,2,0.8318935864835619
H01,Victoria Hospital,65,17,2,0.8170224850469167
H01,Victoria Hospital,66,18,2,0.7810858458653671
H01,Victoria Hospital,67,19,2,0.7539303620027672
H01,Victoria Hospital,68,20,2,0.7415537839300201
H01,Victoria Hospital,69,21,2,0.6928792132703601
H01,Victoria Hospital,70,22,2,0.6850164589895239
H01,Victoria Hospital,71,23,2,0.6795589786868236
H01,Victoria Hospital,72,0,3,0.6833883967813037
H01,Victoria Hospital,73,1,3,0.714101048060973
H01,Victoria Hospital,74,2,3,0.6960343125159697
H01,Victoria Hospital,75,3,3,0.7193404286465106
H01,Victoria Hospital,76,4,3,0.7695030844742398
H01,Victoria Hospital,77,5,3,0.7557340117853847
H01,Victoria Hospital,78,6,3,0.7983614224804528
H01,Victoria Hospital,79,7,3,0.7856905774154115
H01,Victoria Hospital,80,8,3,0.8195949525463511
H01,Victoria Hospital,81,9,3,0.8213181013967122
H01,Victoria Hospital,82,10,3,0.8462976670810402
H01,Victoria Hospital,83,11,3,0.877922821444866
H01,Victoria Hospital,84,12,3,0.829342480425042
H01,Victoria Hospital,85,13,3,0.8698977241592278
H01,Victoria Hospital,86,14,3,0.8580182258308822
H01,Victoria Hospital,87,15,3,0.8287133211587657
H01,Victoria Hospital,88,16,3,0.7951529169863051
H01,Victoria Hospital,89,17,3,0.8062684841328495
H01,Victoria Hospital,90,18,3,0.7735768124853907
H01,Victoria Hospital,91,19,3,0.7681609635818554
H01,Victoria Hospital,92,20,3,0.7446963021697282
H01,Victoria Hospital,93,21,3,0.7597725908870501
H01,Victoria Hospital,94,22,3,0.7102827069996362
H01,Victoria Hospital,95,23,3,0.6866541321925853
H01,Victoria Hospital,96,0,4,0.7080299571435709
H01,Victoria Hospital,97,1,4,0.7116166083170505
H01,Victoria Hospital,98,2,4,0.7424387562390907
H01,Victoria Hospital,99,3,4,0.7447170157567011
H01,Victoria Hospital,100,4,4,0.7517670508126199
H01,Victoria Hospital,101,5,4,0.7932364601421156
H01,Victoria Hospital,102,6,4,0.7609469611357652
H01,Victoria Hospital,103,7,4,0.7926790114717253
H01,Victoria Hospital,104,8,4,0.8062832959867043
H01,Victoria Hospital,105,9,4,0.8336334575429196
H01,Victoria Hospital,106,10,4,0.8266557167590363
H01,Victoria Hospital,107,11,4,0.8749307887431174
H01,Victoria Hospital,108,12,4,0.8605555460580245
H01,Victoria Hospital,109,13,4,0.8329042365093686
H01,Victoria Hospital,110,14,4,0.8340630432711968
H01,Victoria Hospital,111,15,4,0.8479777083328167
H01,Victoria Hospital,112,16,4,0.8419477165430729
H01,Victoria Hospital,113,17,4,0.8458716229235188
H01,Victoria Hospital,114,18,4,0.8435550270979244
H01,Victoria Hospital,115,19,4,0.7729067391313924
H01,Victoria Hospital,116,20,4,0.7255796079697331
H01,Victoria Hospital,117,21,4,0.6862071985571166
H01,Victoria Hospital,118,22,4,0.7215351599070846
H01,Victoria Hospital,119,23,4,0.6919763712499273
H01,Victoria Hospital,120,0,5,0.747248410351962
H01,Victoria Hospital,121,1,5,0.7460858497675302
H01,Victoria Hospital,122,2,5,0.7635502981170654
H01,Victoria Hospital,123,3,5,0.8004455065652736
H01,Victoria Hospital,124,4,5,0.7988817120896476
H01,Victoria Hospital,125,5,5,0.8119088166880617
H01,Victoria Hospital,126,6,5,0.8151202582768172
H01,Victoria Hospital,127,7,5,0.8230914943437442
H01,Victoria Hospital,128,8,5,0.8661997677444594
H01,Victoria Hospital,129,9,5,0.8914651137007797
H01,Victoria Hospital,130,10,5,0.9406591490928714
H01,Victoria Hospital,131,11,5,0.915944371347398
H01,Victoria Hospital,132,12,5,0.9357659013315722
H01,Victoria Hospital,133,13,5,0.90344556153975
H01,Victoria Hospital,134,14,5,0.8817868606781184
H01,Victoria Hospital,135,15,5,0.8735162072502765
H01,Victoria Hospital,136,16,5,0.8617917750055812
H01,Victoria Hospital,137,17,5,0.8996175108494976
H01,Victoria Hospital,138,18,5,0.8199611553044013
H01,Victoria Hospital,139,19,5,0.8324994456517104
H01,Victoria Hospital,140,20,5,0.778422937919741
H01,Victoria Hospital,141,21,5,0.7985906955403389
H01,Victoria Hospital,142,22,5,0.7749910610934363
H01,Victoria Hospital,143,23,5,0.7562135463140831
H01,Victoria Hospital,144,0,6,0.7558514161439581
H01,Victoria Hospital,145,1,6,0.7463431429512497
H01,Victoria Hospital,146,2,6,0.7763986709861458
H01,Victoria Hospital,147,3,6,0.7711373434538161
H01,Victoria Hospital,148,4,6,0.772339736576507
H01,Victoria Hospital,149,5,6,0.7906338730535541
H01,Victoria Hospital,150,6,6,0.8403962027988868
H01,Victoria Hospital,151,7,6,0.8892780894771511
H01,Victoria Hospital,152,8,6,0.880236869308506
H01,Victoria Hospital,153,9,6,0.8912791093060596
H01,Victoria Hospital,154,10,6,0.9121281847244356
H01,Victoria Hospital,155,11,6,0.940570026863188
H01,Victoria Hospital,156,12,6,0.9216098722494994
H01,Victoria Hospital,157,13,6,0.9063240400049694
H01,Victoria Hospital,158,14,6,0.9287226213187677
H01,Victoria Hospital,159,15,6,0.9025047823752673
H01,Victoria Hospital,160,16,6,0.9081225272473273
H01,Victoria Hospital,161,17,6,0.8618239160563436
H01,Victoria Hospital,162,18,6,0.81301061936559
H01,Victoria Hospital,163,19,6,0.7894775887031814
H01,Victoria Hospital,164,20,6,0.8306111512372176
H01,Victoria Hospital,165,21,6,0.815543660809631
H01,Victoria Hospital,166,22,6,0.7648127686167782
H01,Victoria Hospital,167,23,6,0.7527936689556364
H01,Victoria Hospital,168,0,0,0.7370066636226219
H01,Victoria Hospital,169,1,0,0.6884090943300788
H01,Victoria Hospital,170,2,0,0.7006937976884988
H01,Victoria Hospital,171,3,0,0.7442146600655237
H01,Victoria Hospital,172,4,0,0.7400708605057712
H01,Victoria Hospital,173,5,0,0.7672012983166562
H01,Victoria Hospital,174,6,0,0.7847866975850654
H01,Victoria Hospital,175,7,0,0.8155588664360323
H01,Victoria Hospital,176,8,0,0.8562977853744225
H01,Victoria Hospital,177,9,0,0.8465746850774032
H01,Victoria Hospital,178,10,0,0.8704015489090331
H01,Victoria Hospital,179,11,0,0.8245576611195421
H01,Victoria Hospital,180,12,0,0.8673589652947309
H01,Victoria Hospital,181,13,0,0.8487890903268978
H01,Victoria Hospital,182,14,0,0.8333316970202085
H01,Victoria Hospital,183,15,0,0.827477717378571
H01,Victoria Hospital,184,16,0,0.8218360497045023
H01,Victoria Hospital,185,17,0,0.8275883892701368
H01,Victoria Hospital,186,18,0,0.7620832567563198
H01,Victoria Hospital,187,19,0,0.7685645136510941
H01,Victoria Hospital,188,20,0,0.739020315037032
H01,Victoria Hospital,189,21,0,0.725627995617837
H01,Victoria Hospital,190,22,0,0.7395694204996334
H01,Victoria Hospital,191,23,0,0.7223308352295457
H01,Victoria Hospital,192,0,1,0.7356368510377438
H01,Victoria Hospital,193,1,1,0.7085710054970618
H01,Victoria Hospital,194,2,1,0.7057805969453124
H01,Victoria Hospital,195,3,1,0.7279820589452439
H01,Victoria Hospital,196,4,1,0.7539240098994986
H01,Victoria Hospital,197,5,1,0.99
H01,Victoria Hospital,198,6,1,0.9793138213042423
H01,Victoria Hospital,199,7,1,0.99
H01,Victoria Hospital,200,8,1,0.99
H01,Victoria Hospital,201,9,1,0.99
H01,Victoria Hospital,202,10,1,0.99
H01,Victoria Hospital,203,11,1,0.99
H01,Victoria Hospital,204,12,1,0.99
H01,Victoria Hospital,205,13,1,0.9611324576914507
H01,Victoria Hospital,206,14,1,0.9614875075193223
H01,Victoria Hospital,207,15,1,0.9584703877355281
H01,Victoria Hospital,208,16,1,0.9519045134935622
H01,Victoria Hospital,209,17,1,0.886690085743118
H01,Victoria Hospital,210,18,1,0.8608001856510221
H01,Victoria Hospital,211,19,1,0.8040469248644788
H01,Victoria Hospital,212,20,1,0.8187213752420919
H01,Victoria Hospital,213,21,1,0.7788615196226916
H01,Victoria Hospital,214,22,1,0.7719067494793248
H01,Victoria Hospital,215,23,1,0.7524317848322519
H01,Victoria Hospital,216,0,2,0.7611624690833617
H01,Victoria Hospital,217,1,2,0.7267377865526973
H01,Victoria Hospital,218,2,2,0.7369529785569411
H01,Victoria Hospital,219,3,2,0.8182710756218202
H01,Victoria Hospital,220,4,2,0.7634343131063248
H01,Victoria Hospital,221,5,2,0.783700487125615
H01,Victoria Hospital,222,6,2,0.8604527258852475
H01,Victoria Hospital,223,7,2,0.9000920030692037
H01,Victoria Hospital,224,8,2,0.8356077761612579
H01,Victoria Hospital,225,9,2,0.8661663659278167
H01,Victoria Hospital,226,10,2,0.8911567949181176
H01,Victoria Hospital,227,11,2,0.9251180392114259
H01,Victoria Hospital,228,12,2,0.8718939927570928
H01,Victoria Hospital,229,13,2,0.8824855266871098
H01,Victoria Hospital,230,14,2,0.8935472158081982
H01,Victoria Hospital,231,15,2,0.8726906879409116
H01,Victoria Hospital,232,16,2,0.8387111514975182
H01,Victoria Hospital,233,17,2,0.8231625091255674
H01,Victoria Hospital,234,18,2,0.776619632379887
H01,Victoria Hospital,235,19,2,0.7777112973903634
H01,Victoria Hospital,236,20,2,0.7569881143131609
H01,Victoria Hospital,237,21,2,0.7495937169695109
H01,Victoria Hospital,238,22,2,0.7203957194802671
H01,Victoria Hospital,239,23,2,0.7322642491607262
H01,Victoria Hospital,240,0,3,0.739738643490451
H01,Victoria Hospital,241,1,3,0.7247451999979612
H01,Victoria Hospital,242,2,3,0.7361360278029814
H01,Victoria Hospital,243,3,3,0.7423922503760526
H01,Victoria Hospital,244,4,3,0.7574534825825452
H01,Victoria Hospital,245,5,3,0.7619056602741917
H01,Victoria Hospital,246,6,3,0.8029965225958392
H01,Victoria Hospital,247,7,3,0.8150819664944273
H01,Victoria Hospital,248,8,3,0.8778700098856017
H01,Victoria Hospital,249,9,3,0.8837535424175698
H01,Victoria Hospital,250,10,3,0.8724529292549469
H01,Victoria Hospital,251,11,3,0.8572259211007335
H01,Victoria Hospital,252,12,3,0.8527450716853762
H01,Victoria Hospital,253,13,3,0.895890222159194
H01,Victoria Hospital,254,14,3,0.8691485454871845
H01,Victoria Hospital,255,15,3,0.8606180565890956
H01,Victoria Hospital,256,16,3,0.7994056790934874
H01,Victoria Hospital,257,17,3,0.833416922708021
H01,Victoria Hospital,258,18,3,0.8031296727748343
H01,Victoria Hospital,259,19,3,0.7510181786033183
H01,Victoria Hospital,260,20,3,0.7444043639165946
H01,Victoria Hospital,261,21,3,0.74245384907627
H01,Victoria Hospital,262,22,3,0.7254383938046406
H01,Victoria Hospital,263,23,3,0.7104857685438474
H01,Victoria Hospital,264,0,4,0.711474111143958
H01,Victoria Hospital,265,1,4,0.7111787052767851
H01,Victoria Hospital,266,2,4,0.7272172243161754
H01,Victoria Hospital,267,3,4,0.7662716993571699
H01,Victoria Hospital,268,4,4,0.7020458414752567
H01,Victoria Hospital,269,5,4,0.767910841262081
H01,Victoria Hospital,270,6,4,0.7968633045501805
H01,Victoria Hospital,271,7,4,0.819943077244214
H01,Victoria Hospital,272,8,4,0.8258685665506774
H01,Victoria Hospital,273,9,4,0.8147343778653116
H01,Victoria Hospital,274,10,4,0.8691395412737033
H01,Victoria Hospital,275,11,4,0.9051196234991333
H01,Victoria Hospital,276,12,4,0.8426256359387878
H01,Victoria Hospital,277,13,4,0.8878609098902354
H01,Victoria Hospital,278,14,4,0.8560321092273169
H01,Victoria Hospital,279,15,4,0.8486756001236068
H01,Victoria Hospital,280,16,4,0.8122910054390083
H01,Victoria Hospital,281,17,4,0.8073830921472605
H01,Victoria Hospital,282,18,4,0.819387416242893
H01,Victoria Hospital,283,19,4,0.7843558973042992
H01,Victoria Hospital,284,20,4,0.7880781541968921
H01,Victoria Hospital,285,21,4,0.7604369033531522
H01,Victoria Hospital,286,22,4,0.7329837509053563
H01,Victoria Hospital,287,23,4,0.7511169560183645
H01,Victoria Hospital,288,0,5,0.772321810502905
H01,Victoria Hospital,289,1,5,0.7828584955020954
H01,Victoria Hospital,290,2,5,0.7683913410092149
H01,Victoria Hospital,291,3,5,0.7884002194216967
H01,Victoria Hospital,292,4,5,0.7897234028535266
H01,Victoria Hospital,293,5,5,0.8427929760312383
H01,Victoria Hospital,294,6,5,0.8201765308006485
H01,Victoria Hospital,295,7,5,0.8801316944787081
H01,Victoria Hospital,296,8,5,0.8800034244399224
H01,Victoria Hospital,297,9,5,0.9238478789629371
H01,Victoria Hospital,298,10,5,0.99
H01,Victoria Hospital,299,11,5,0.99
H01,Victoria Hospital,300,12,5,0.99
H01,Victoria Hospital,301,13,5,0.99
H01,Victoria Hospital,302,14,5,0.99
H01,Victoria Hospital,303,15,5,0.99
H01,Victoria Hospital,304,16,5,0.99
H01,Victoria Hospital,305,17,5,0.99
H01,Victoria Hospital,306,18,5,0.9604126505184732
H01,Victoria Hospital,307,19,5,0.9021421269959717
H01,Victoria Hospital,308,20,5,0.866860436102483
H01,Victoria Hospital,309,21,5,0.8625543263472337
H01,Victoria Hospital,310,22,5,0.8171026867450905
H01,Victoria Hospital,311,23,5,0.8130876509408619
H01,Victoria Hospital,312,0,6,0.8238270033376852
H01,Victoria Hospital,313,1,6,0.8378778217292212
H01,Victoria Hospital,314,2,6,0.8299851830175557
H01,Victoria Hospital,315,3,6,0.7802697206679541
H01,Victoria Hospital,316,4,6,0.8447939032810119
H01,Victoria Hospital,317,5,6,0.8559052120222965
H01,Victoria Hospital,318,6,6,0.8802880793436696
H01,Victoria Hospital,319,7,6,0.9222173029803707
H01,Victoria Hospital,320,8,6,0.8654017888193879
H01,Victoria Hospital,321,9,6,0.9091619346121615
H01,Victoria Hospital,322,10,6,0.943506079745593
H01,Victoria Hospital,323,11,6,0.906254714608999
H01,Victoria Hospital,324,12,6,0.9685315598948359
H01,Victoria Hospital,325,13,6,0.9422269083553956
H01,Victoria Hospital,326,14,6,0.9425274420002341
H01,Victoria Hospital,327,15,6,0.9003300221527513
H01,Victoria Hospital,328,16,6,0.910446279008834
H01,Victoria Hospital,329,17,6,0.8953476005680658
H01,Victoria Hospital,330,18,6,0.8571311653482142
H01,Victoria Hospital,331,19,6,0.8357459340135099
H01,Victoria Hospital,332,20,6,0.8165396703806643
H01,Victoria Hospital,333,21,6,0.7767378925095813
H01,Victoria Hospital,334,22,6,0.777844955107853
H01,Victoria Hospital,335,23,6,0.7693142549328763
H01,Victoria Hospital,336,0,0,0.7269188576096834
H01,Victoria Hospital,337,1,0,0.7416312438162143
H01,Victoria Hospital,338,2,0,0.7081547535607494
H01,Victoria Hospital,339,3,0,0.7392740111362024
H01,Victoria Hospital,340,4,0,0.7877397739443486
H01,Victoria Hospital,341,5,0,0.7623305673731567
H01,Victoria Hospital,342,6,0,0.7812862348924621
H01,Victoria Hospital,343,7,0,0.8223296962750026
H01,Victoria Hospital,344,8,0,0.854333536420516
H01,Victoria Hospital,345,9,0,0.8541294455058317
H01,Victoria Hospital,346,10,0,0.8930969679321801
H01,Victoria Hospital,347,11,0,0.891564038682777
H01,Victoria Hospital,348,12,0,0.8939223107349138
H01,Victoria Hospital,349,13,0,0.885386155633853
H01,Victoria Hospital,350,14,0,0.9128194724742189
H01,Victoria Hospital,351,15,0,0.8494139420194802
H01,Victoria Hospital,352,16,0,0.7968510660226128
H01,Victoria Hospital,353,17,0,0.8496927181460961
H01,Victoria Hospital,354,18,0,0.7877356197807173
H01,Victoria Hospital,355,19,0,0.7783353744757517
H01,Victoria Hospital,356,20,0,0.7830735137742895
H01,Victoria Hospital,357,21,0,0.7082729263984789
H01,Victoria Hospital,358,22,0,0.7025802713156089
H01,Victoria Hospital,359,23,0,0.6876081742705026
H01,Victoria Hospital,360,0,1,0.701041170982016
H01,Victoria Hospital,361,1,1,0.7284618341332858
H01,Victoria Hospital,362,2,1,0.7381670040763051
H01,Victoria Hospital,363,3,1,0.7459468735702951
H01,Victoria Hospital,364,4,1,0.7287615421643105
H01,Victoria Hospital,365,5,1,0.7301382302142184
H01,Victoria Hospital,366,6,1,0.7981636783975843
H01,Victoria Hospital,367,7,1,0.8083790237426349
H01,Victoria Hospital,368,8,1,0.8463306090268515
H01,Victoria Hospital,369,9,1,0.8677856867587898
H01,Victoria Hospital,370,10,1,0.8692612790008619
H01,Victoria Hospital,371,11,1,0.8897285375856635
H01,Victoria Hospital,372,12,1,0.8818743645110033
H01,Victoria Hospital,373,13,1,0.8852046617164221
H01,Victoria Hospital,374,14,1,0.852557782255616
H01,Victoria Hospital,375,15,1,0.8503861136393616
H01,Victoria Hospital,376,16,1,0.841386505607891
H01,Victoria Hospital,377,17,1,0.8346087980346205
H01,Victoria Hospital,378,18,1,0.7896600832804811
H01,Victoria Hospital,379,19,1,0.7872953601063822
H01,Victoria Hospital,380,20,1,0.752303779516269
H01,Victoria Hospital,381,21,1,0.7387445307082317
H01,Victoria Hospital,382,22,1,0.7450159345339474
H01,Victoria Hospital,383,23,1,0.680616257784004
H01,Victoria Hospital,384,0,2,0.6918662769418203
H01,Victoria Hospital,385,1,2,0.6909223625929172
H01,Victoria Hospital,386,2,2,0.6819303928222173
H01,Victoria Hospital,387,3,2,0.7277957040645029
H01,Victoria Hospital,388,4,2,0.7729631595720765
H01,Victoria Hospital,389,5,2,0.7716163645952419
H01,Victoria Hospital,390,6,2,0.8020205859743
H01,Victoria Hospital,391,7,2,0.8405999862095672
H01,Victoria Hospital,392,8,2,0.864709265247937
H01,Victoria Hospital,393,9,2,0.8533868472713697
H01,Victoria Hospital,394,10,2,0.8946004158167716
H01,Victoria Hospital,395,11,2,0.8774089400829888
H01,Victoria Hospital,396,12,2,0.8615901166115548
H01,Victoria Hospital,397,13,2,0.8637699387675313
H01,Victoria Hospital,398,14,2,0.8381010325975173
H01,Victoria Hospital,399,15,2,0.8372814935389598
H01,Victoria Hospital,400,16,2,0.8313612337582772
H01,Victoria Hospital,401,17,2,0.8353447683538281
H01,Victoria Hospital,402,18,2,0.8330289513269378
H01,Victoria Hospital,403,19,2,0.7503104411235187
H01,Victoria Hospital,404,20,2,0.7665622115823794
H01,Victoria Hospital,405,21,2,0.7213723321420833
H01,Victoria Hospital,406,22,2,0.7390097755933314
H01,Victoria Hospital,407,23,2,0.718948198963696
H01,Victoria Hospital,408,0,3,0.682272030744823
H01,Victoria Hospital,409,1,3,0.7402281855910766
H01,Victoria Hospital,410,2,3,0.7176004437070256
H01,Victoria Hospital,411,3,3,0.7317821337607995
H01,Victoria Hospital,412,4,3,0.7376798346128176
H01,Victoria Hospital,413,5,3,0.765329905410358
H01,Victoria Hospital,414,6,3,0.807725123940049
H01,Victoria Hospital,415,7,3,0.8161341804204297
H01,Victoria Hospital,416,8,3,0.8458330192807249
H01,Victoria Hospital,417,9,3,0.8631130007676375
H01,Victoria Hospital,418,10,3,0.8950475342552047
H01,Victoria Hospital,419,11,3,0.8698168646678197
H01,Victoria Hospital,420,12,3,0.849907622543739
H01,Victoria Hospital,421,13,3,0.8981095546947
H01,Victoria Hospital,422,14,3,0.8621895741535905
H01,Victoria Hospital,423,15,3,0.8784439649822783
H01,Victoria Hospital,424,16,3,0.8472973870902311
H01,Victoria Hospital,425,17,3,0.8177588916825427
H01,Victoria Hospital,426,18,3,0.8066979127576805
H01,Victoria Hospital,427,19,3,0.8180834007702026
H01,Victoria Hospital,428,20,3,0.8013545639368778
H01,Victoria Hospital,429,21,3,0.7446803154273469
H01,Victoria Hospital,430,22,3,0.7338292981546315
H01,Victoria Hospital,431,23,3,0.7442045403585013
H01,Victoria Hospital,432,0,4,0.7030868685867752
H01,Victoria Hospital,433,1,4,0.7294337176033018
H01,Victoria Hospital,434,2,4,0.9189762147385515
H01,Victoria Hospital,435,3,4,0.9234451676801908
H01,Victoria Hospital,436,4,4,0.9032344422515679
H01,Victoria Hospital,437,5,4,0.8946810029166302
H01,Victoria Hospital,438,6,4,0.8940153177134538
H01,Victoria Hospital,439,7,4,0.9230693510183771
H01,Victoria Hospital,440,8,4,0.9456388290567384
H01,Victoria Hospital,441,9,4,0.9564130666793933
H01,Victoria Hospital,442,10,4,0.99
H01,Victoria Hospital,443,11,4,0.9890306820643001
H01,Victoria Hospital,444,12,4,0.9433149813221313
H01,Victoria Hospital,445,13,4,0.9602748767410653
H01,Victoria Hospital,446,14,4,0.9312011726300022
H01,Victoria Hospital,447,15,4,0.9154383450140587
H01,Victoria Hospital,448,16,4,0.9032037138094866
H01,Victoria Hospital,449,17,4,0.8879345355442921
H01,Victoria Hospital,450,18,4,0.8437844326782775
H01,Victoria Hospital,451,19,4,0.8472107129062503
H01,Victoria Hospital,452,20,4,0.7801880036712878
H01,Victoria Hospital,453,21,4,0.7832651055237531
H01,Victoria Hospital,454,22,4,0.8193275539113883
H01,Victoria Hospital,455,23,4,0.7610405119206807
H01,Victoria Hospital,456,0,5,0.8299419722404531
H01,Victoria Hospital,457,1,5,0.8034683298746262
H01,Victoria Hospital,458,2,5,0.8190726640914682
H01,Victoria Hospital,459,3,5,0.8170395423679713
H01,Victoria Hospital,460,4,5,0.8295034368842951
H01,Victoria Hospital,461,5,5,0.83493444982508
H01,Victoria Hospital,462,6,5,0.8782918657318521
H01,Victoria Hospital,463,7,5,0.8719439712771722
H01,Victoria Hospital,464,8,5,0.9202812195825486
H01,Victoria Hospital,465,9,5,0.9440517389013929
H01,Victoria Hospital,466,10,5,0.9412970716184447
H01,Victoria Hospital,467,11,5,0.9352315541740713
H01,Victoria Hospital,468,12,5,0.9518436389250733
H01,Victoria Hospital,469,13,5,0.9330239086335876
H01,Victoria Hospital,470,14,5,0.9491462009495423
H01,Victoria Hospital,471,15,5,0.8803888430929304
H01,Victoria Hospital,472,16,5,0.8930915257203119
H01,Victoria Hospital,473,17,5,0.840103460538848
H01,Victoria Hospital,474,18,5,0.8287742991468139
H01,Victoria Hospital,475,19,5,0.8647553462695822
H01,Victoria Hospital,476,20,5,0.8356384654911011
H01,Victoria Hospital,477,21,5,0.7863673497290088
H01,Victoria Hospital,478,22,5,0.7576205514925902
H01,Victoria Hospital,479,23,5,0.7200486786898527
H01,Victoria Hospital,480,0,6,0.7654349131116421
H01,Victoria Hospital,481,1,6,0.99
H01,Victoria Hospital,482,2,6,0.99
H01,Victoria Hospital,483,3,6,0.99
H01,Victoria Hospital,484,4,6,0.99
H01,Victoria Hospital,485,5,6,0.9864207900044596
H01,Victoria Hospital,486,6,6,0.99
H01,Victoria Hospital,487,7,6,0.99
H01,Victoria Hospital,488,8,6,0.99
H01,Victoria Hospital,489,9,6,0.99
H01,Victoria Hospital,490,10,6,0.99
H01,Victoria Hospital,491,11,6,0.99
H01,Victoria Hospital,492,12,6,0.99
H01,Victoria Hospital,493,13,6,0.99
H01,Victoria Hospital,494,14,6,0.99
H01,Victoria Hospital,495,15,6,0.99
H01,Victoria Hospital,496,16,6,0.9780823187612914
H01,Victoria Hospital,497,17,6,0.99
H01,Victoria Hospital,498,18,6,0.9312805698040741
H01,Victoria Hospital,499,19,6,0.9340256118424011
H01,Victoria Hospital,500,20,6,0.8703821930754709
H01,Victoria Hospital,501,21,6,0.8852282908403646
H01,Victoria Hospital,502,22,6,0.8402685383104525
H01,Victoria Hospital,503,23,6,0.8296945979049013
H01,Victoria Hospital,504,0,0,0.7985523893924944
H01,Victoria Hospital,505,1,0,0.7586989505320512
H01,Victoria Hospital,506,2,0,0.7514876776539364
H01,Victoria Hospital,507,3,0,0.7708155470882003
H01,Victoria Hospital,508,4,0,0.802498720402993
H01,Victoria Hospital,509,5,0,0.7788219286475546
H01,Victoria Hospital,510,6,0,0.8412425387133262
H01,Victoria Hospital,511,7,0,0.8363041990078406
H01,Victoria Hospital,512,8,0,0.8874163430341031
H01,Victoria Hospital,513,9,0,0.8314122513182286
H01,Victoria Hospital,514,10,0,0.8747119439899117
H01,Victoria Hospital,515,11,0,0.8632847845528782
H01,Victoria Hospital,516,12,0,0.8819260002950896
H01,Victoria Hospital,517,13,0,0.8995070128544087
H01,Victoria Hospital,518,14,0,0.8819130955890655
H01,Victoria Hospital,519,15,0,0.866749192002038
H01,Victoria Hospital,520,16,0,0.8511845948662525
H01,Victoria Hospital,521,17,0,0.8383409967628367
H01,Victoria Hospital,522,18,0,0.7926684305665513
